participantID,duration,subject_condition,graph_condition,group,question,time
s31075,1080,warning,truncated,B,25,4.146
s31075,1080,warning,control,B,26,10.065
s31075,1080,warning,truncated,B,27,8.028
s31075,1080,warning,control,B,28,4.35
s31075,1080,warning,truncated,B,29,42.962
s31075,1080,warning,control,B,30,5.291
s31075,1080,warning,truncated,B,31,2.605
s31075,1080,warning,control,B,32,3.416
s31075,1080,warning,truncated,B,33,5.363
s31075,1080,warning,control,B,34,3.734
s31075,1080,warning,truncated,B,35,6.94
s31075,1080,warning,control,B,36,11.518
s31075,1080,warning,truncated,B,37,10.609
s31075,1080,warning,control,B,38,27.297
s31075,1080,warning,truncated,B,39,10.202
s31075,1080,warning,control,B,40,149.996
s31076,813,warning,NA,B,instructions,26.687
s31076,813,warning,truncated,B,1,9.576
s31076,813,warning,control,B,2,11.862
s31076,813,warning,truncated,B,3,7.578
s31076,813,warning,control,B,4,9.328
s31076,813,warning,truncated,B,5,9.164
s31076,813,warning,control,B,6,8.037
s31076,813,warning,truncated,B,7,9.081
s31076,813,warning,control,B,8,7.994
s31076,813,warning,truncated,B,9,9.18
s31076,813,warning,control,B,10,8.21
s31076,813,warning,truncated,B,11,10.715
s31076,813,warning,control,B,12,11.903
s31076,813,warning,truncated,B,13,10.138
s31076,813,warning,control,B,14,12.793
s31076,813,warning,truncated,B,15,11.185
s31076,813,warning,control,B,16,10.292
s31076,813,warning,truncated,B,17,11.821
s31076,813,warning,control,B,18,10.611
s31076,813,warning,truncated,B,19,7.568
s31076,813,warning,control,B,20,13.192
s31076,813,warning,truncated,B,21,10.905
s31076,813,warning,control,B,22,12.268
s31076,813,warning,truncated,B,23,12.766
s31076,813,warning,control,B,24,10.012
s31076,813,warning,truncated,B,25,23.256
s31076,813,warning,control,B,26,14.274
s31076,813,warning,truncated,B,27,8.308
s31076,813,warning,control,B,28,18.124
s31076,813,warning,truncated,B,29,9.829
s31076,813,warning,control,B,30,10.237
s31076,813,warning,truncated,B,31,8.952
s31076,813,warning,control,B,32,10.961
s31076,813,warning,truncated,B,33,9.342
s31076,813,warning,control,B,34,8.037
s31076,813,warning,truncated,B,35,25.434
s31076,813,warning,control,B,36,9.181
s31076,813,warning,truncated,B,37,8.662
s31076,813,warning,control,B,38,13.526
s31076,813,warning,truncated,B,39,10.375
s31076,813,warning,control,B,40,12.255
s31077,308,warning,NA,A,instructions,7.637
s31077,308,warning,control,A,1,2.351
s31077,308,warning,truncated,A,2,3.676
s31077,308,warning,control,A,3,0.963
s31077,308,warning,truncated,A,4,2.478
s31077,308,warning,control,A,5,1.588
s31077,308,warning,truncated,A,6,2.376
s31077,308,warning,control,A,7,0.189
s31077,308,warning,truncated,A,8,0.777
s31077,308,warning,control,A,9,1.528
s31077,308,warning,truncated,A,10,2.929
s31077,308,warning,control,A,11,1.515
s31077,308,warning,truncated,A,12,1.823
s31077,308,warning,control,A,13,1.862
s31077,308,warning,truncated,A,14,1.478
s31077,308,warning,control,A,15,1.72
s31077,308,warning,truncated,A,16,1.489
s31077,308,warning,control,A,17,1.654
s31077,308,warning,truncated,A,18,1.607
s31077,308,warning,control,A,19,3.829
s31077,308,warning,truncated,A,20,1.559
s31077,308,warning,control,A,21,1.082
s31077,308,warning,truncated,A,22,1.807
s31077,308,warning,control,A,23,1.923
s31077,308,warning,truncated,A,24,1.056
s31077,308,warning,control,A,25,1.373
s31077,308,warning,truncated,A,26,0.563
s31077,308,warning,control,A,27,1.473
s31077,308,warning,truncated,A,28,6.922
s31077,308,warning,control,A,29,1.264
s31077,308,warning,truncated,A,30,1.369
s31077,308,warning,control,A,31,4.327
s31077,308,warning,truncated,A,32,2.148
s31077,308,warning,control,A,33,1.539
s31077,308,warning,truncated,A,34,1.114
s31077,308,warning,control,A,35,1.573
s31077,308,warning,truncated,A,36,4.229
s31077,308,warning,control,A,37,1.642
s31077,308,warning,truncated,A,38,2.312
s31077,308,warning,control,A,39,2.634
s31077,308,warning,truncated,A,40,3.39
s31078,3722,warning,NA,B,instructions,1513.497
s31078,3722,warning,truncated,B,1,133.812
s31078,3722,warning,control,B,2,13.395
s31078,3722,warning,truncated,B,3,12.113
s31078,3722,warning,control,B,4,7.038
s31078,3722,warning,truncated,B,5,28.244
s31078,3722,warning,control,B,6,16.695
s31078,3722,warning,truncated,B,7,8.583
s31078,3722,warning,control,B,8,820.926
s31078,3722,warning,truncated,B,9,23.739
s31078,3722,warning,control,B,10,8.068
s31078,3722,warning,truncated,B,11,10.256
s31078,3722,warning,control,B,12,18.194
s31078,3722,warning,truncated,B,13,13.104
s31078,3722,warning,control,B,14,11.33
s31078,3722,warning,truncated,B,15,91.153
s31078,3722,warning,control,B,16,12.801
s31078,3722,warning,truncated,B,17,7.558
s31078,3722,warning,control,B,18,7.772
s31078,3722,warning,truncated,B,19,19.845
s31078,3722,warning,control,B,20,25.839
s31078,3722,warning,truncated,B,21,9.869
s31078,3722,warning,control,B,22,8.613
s31078,3722,warning,truncated,B,23,12.082
s31078,3722,warning,control,B,24,10.473
s31078,3722,warning,truncated,B,25,9.704
s31078,3722,warning,control,B,26,14.825
s31078,3722,warning,truncated,B,27,11.597
s31078,3722,warning,control,B,28,16.757
s31078,3722,warning,truncated,B,29,20.612
s31078,3722,warning,control,B,30,12.349
s31078,3722,warning,truncated,B,31,10.98
s31078,3722,warning,control,B,32,139.177
s31078,3722,warning,truncated,B,33,15.535
s31078,3722,warning,control,B,34,11.876
s31078,3722,warning,truncated,B,35,12.079
s31078,3722,warning,control,B,36,16.779
s31078,3722,warning,truncated,B,37,13.188
s31078,3722,warning,control,B,38,16.067
s31078,3722,warning,truncated,B,39,9.307
s31078,3722,warning,control,B,40,197.963
s31079,3582,no warning,NA,A,instructions,2.651
s31079,3582,no warning,control,A,1,2.616
s31079,3582,no warning,truncated,A,2,1422.042
s31079,3582,no warning,control,A,3,5.198
s31079,3582,no warning,truncated,A,4,5.424
s31079,3582,no warning,control,A,5,11.735
s31079,3582,no warning,truncated,A,6,5.018
s31079,3582,no warning,control,A,7,14.995
s31079,3582,no warning,truncated,A,8,5.262
s31079,3582,no warning,control,A,9,7.572
s31079,3582,no warning,truncated,A,10,3.094
s31079,3582,no warning,control,A,11,6.46
s31079,3582,no warning,truncated,A,12,13.787
s31079,3582,no warning,control,A,13,6.002
s31079,3582,no warning,truncated,A,14,2.858
s31079,3582,no warning,control,A,15,6.1
s31079,3582,no warning,truncated,A,16,13.71
s31079,3582,no warning,control,A,17,2.656
s31079,3582,no warning,truncated,A,18,7.812
s31079,3582,no warning,control,A,19,6.059
s31079,3582,no warning,truncated,A,20,2.791
s31079,3582,no warning,control,A,21,4.653
s31079,3582,no warning,truncated,A,22,7.249
s31079,3582,no warning,control,A,23,4.719
s31079,3582,no warning,truncated,A,24,3.182
s31079,3582,no warning,control,A,25,22.364
s31079,3582,no warning,truncated,A,26,2.853
s31079,3582,no warning,control,A,27,7.046
s31079,3582,no warning,truncated,A,28,6.976
s31079,3582,no warning,control,A,29,19.658
s31079,3582,no warning,truncated,A,30,20.747
s31079,3582,no warning,control,A,31,2.866
s31079,3582,no warning,truncated,A,32,3.645
s31079,3582,no warning,control,A,33,17.561
s31079,3582,no warning,truncated,A,34,3.422
s31079,3582,no warning,control,A,35,6.231
s31079,3582,no warning,truncated,A,36,8.272
s31079,3582,no warning,control,A,37,7.115
s31079,3582,no warning,truncated,A,38,4.133
s31079,3582,no warning,control,A,39,10.881
s31079,3582,no warning,truncated,A,40,0.983
s31080,1171,warning,NA,A,instructions,34.201
s31080,1171,warning,control,A,1,20.686
s31080,1171,warning,truncated,A,2,15.912
s31080,1171,warning,control,A,3,19.651
s31080,1171,warning,truncated,A,4,31.248
s31080,1171,warning,control,A,5,10.361
s31080,1171,warning,truncated,A,6,6.084
s31080,1171,warning,control,A,7,27.938
s31080,1171,warning,truncated,A,8,43.602
s31080,1171,warning,control,A,9,29.803
s31080,1171,warning,truncated,A,10,18.012
s31080,1171,warning,control,A,11,24.071
s31080,1171,warning,truncated,A,12,15.194
s31080,1171,warning,control,A,13,11.492
s31080,1171,warning,truncated,A,14,13.092
s31080,1171,warning,control,A,15,13.39
s31080,1171,warning,truncated,A,16,18.09
s31080,1171,warning,control,A,17,15.144
s31080,1171,warning,truncated,A,18,11.393
s31080,1171,warning,control,A,19,8.88
s31080,1171,warning,truncated,A,20,23.967
s31080,1171,warning,control,A,21,12.95
s31080,1171,warning,truncated,A,22,9.512
s31080,1171,warning,control,A,23,13.735
s31080,1171,warning,truncated,A,24,15.524
s31080,1171,warning,control,A,25,34.295
s31080,1171,warning,truncated,A,26,11.752
s31080,1171,warning,control,A,27,7.204
s31080,1171,warning,truncated,A,28,20.669
s31080,1171,warning,control,A,29,13.105
s31080,1171,warning,truncated,A,30,13.68
s31080,1171,warning,control,A,31,14.829
s31080,1171,warning,truncated,A,32,17.876
s31080,1171,warning,control,A,33,13.255
s31080,1171,warning,truncated,A,34,20.622
s31080,1171,warning,control,A,35,23.501
s31080,1171,warning,truncated,A,36,7.627
s31080,1171,warning,control,A,37,9.39
s31080,1171,warning,truncated,A,38,32.256
s31080,1171,warning,control,A,39,7.915
s31080,1171,warning,truncated,A,40,11.922
s31081,1122,warning,NA,A,instructions,96.453
s31081,1122,warning,control,A,1,9.887
s31081,1122,warning,truncated,A,2,8.749
s31081,1122,warning,control,A,3,7.568
s31081,1122,warning,truncated,A,4,8.341
s31081,1122,warning,control,A,5,7.421
s31081,1122,warning,truncated,A,6,7.789
s31081,1122,warning,control,A,7,31.909
s31081,1122,warning,truncated,A,8,13.66
s31081,1122,warning,control,A,9,6.028
s31081,1122,warning,truncated,A,10,11.883
s31081,1122,warning,control,A,11,5.082
s31081,1122,warning,truncated,A,12,15.876
s31081,1122,warning,control,A,13,5.995
s31081,1122,warning,truncated,A,14,8.602
s31081,1122,warning,control,A,15,37.942
s31081,1122,warning,truncated,A,16,8.128
s31081,1122,warning,control,A,17,8.357
s31081,1122,warning,truncated,A,18,197.673
s31081,1122,warning,control,A,19,23.309
s31081,1122,warning,truncated,A,20,49.482
s31081,1122,warning,control,A,21,9.14
s31081,1122,warning,truncated,A,22,6.409
s31081,1122,warning,control,A,23,180.396
s31081,1122,warning,truncated,A,24,6.319
s31081,1122,warning,control,A,25,8.293
s31081,1122,warning,truncated,A,26,24.637
s31081,1122,warning,control,A,27,9.709
s31081,1122,warning,truncated,A,28,7.45
s31081,1122,warning,control,A,29,7.936
s31081,1122,warning,truncated,A,30,17.597
s31081,1122,warning,control,A,31,13.018
s31081,1122,warning,truncated,A,32,7.378
s31081,1122,warning,control,A,33,6.76
s31081,1122,warning,truncated,A,34,10.16
s31081,1122,warning,control,A,35,23.879
s31081,1122,warning,truncated,A,36,7.89
s31081,1122,warning,control,A,37,12.721
s31081,1122,warning,truncated,A,38,9.204
s31081,1122,warning,control,A,39,9.609
s31081,1122,warning,truncated,A,40,29.716
s31082,2271,no warning,NA,B,instructions,5.503
s31082,2271,no warning,truncated,B,1,19.74
s31082,2271,no warning,control,B,2,18.636
s31082,2271,no warning,truncated,B,3,13.886
s31082,2271,no warning,control,B,4,23.062
s31082,2271,no warning,truncated,B,5,24.823
s31082,2271,no warning,control,B,6,30.542
s31082,2271,no warning,truncated,B,7,18.26
s31082,2271,no warning,control,B,8,20.666
s31082,2271,no warning,truncated,B,9,11.351
s31082,2271,no warning,control,B,10,8.492
s31082,2271,no warning,truncated,B,11,11.427
s31082,2271,no warning,control,B,12,24.937
s31082,2271,no warning,truncated,B,13,14.56
s31082,2271,no warning,control,B,14,39.799
s31082,2271,no warning,truncated,B,15,10.477
s31082,2271,no warning,control,B,16,15.209
s31082,2271,no warning,truncated,B,17,17.924
s31082,2271,no warning,control,B,18,17.665
s31082,2271,no warning,truncated,B,19,21.921
s31082,2271,no warning,control,B,20,23.652
s31082,2271,no warning,truncated,B,21,20.956
s31082,2271,no warning,control,B,22,14.603
s31082,2271,no warning,truncated,B,23,28.478
s31082,2271,no warning,control,B,24,20.943
s31082,2271,no warning,truncated,B,25,11.893
s31082,2271,no warning,control,B,26,28.796
s31082,2271,no warning,truncated,B,27,11.238
s31082,2271,no warning,control,B,28,10.974
s31082,2271,no warning,truncated,B,29,53.895
s31082,2271,no warning,control,B,30,51.215
s31082,2271,no warning,truncated,B,31,23.708
s31082,2271,no warning,control,B,32,13.351
s31082,2271,no warning,truncated,B,33,8.769
s31082,2271,no warning,control,B,34,191.197
s31082,2271,no warning,truncated,B,35,19.896
s31082,2271,no warning,control,B,36,11.787
s31082,2271,no warning,truncated,B,37,21.114
s31082,2271,no warning,control,B,38,65.766
s31082,2271,no warning,truncated,B,39,13.18
s31082,2271,no warning,control,B,40,13.627
s31083,2857,warning,NA,A,instructions,6.009
s31083,2857,warning,control,A,1,146.26
s31083,2857,warning,truncated,A,2,6.008
s31083,2857,warning,control,A,3,13.516
s31083,2857,warning,truncated,A,4,4.252
s31083,2857,warning,control,A,5,79.57
s31083,2857,warning,truncated,A,6,41.26
s31083,2857,warning,control,A,7,5.329
s31083,2857,warning,truncated,A,8,75.906
s31083,2857,warning,control,A,9,562.042
s31083,2857,warning,truncated,A,10,6.499
s31083,2857,warning,control,A,11,5.882
s31083,2857,warning,truncated,A,12,7.092
s31083,2857,warning,control,A,13,3.025
s31083,2857,warning,truncated,A,14,21.825
s31083,2857,warning,control,A,15,326.83
s31083,2857,warning,truncated,A,16,148.351
s31083,2857,warning,control,A,17,6.791
s31083,2857,warning,truncated,A,18,17.85
s31083,2857,warning,control,A,19,76.312
s31083,2857,warning,truncated,A,20,151.086
s31083,2857,warning,control,A,21,28.568
s31083,2857,warning,truncated,A,22,5.344
s31083,2857,warning,control,A,23,32.48
s31083,2857,warning,truncated,A,24,12.814
s31083,2857,warning,control,A,25,9.975
s31083,2857,warning,truncated,A,26,8.766
s31083,2857,warning,control,A,27,250.274
s31083,2857,warning,truncated,A,28,5.846
s31083,2857,warning,control,A,29,4.519
s31083,2857,warning,truncated,A,30,9.163
s31083,2857,warning,control,A,31,6.519
s31083,2857,warning,truncated,A,32,32.868
s31083,2857,warning,control,A,33,111.074
s31083,2857,warning,truncated,A,34,15.478
s31083,2857,warning,control,A,35,5.544
s31083,2857,warning,truncated,A,36,22.905
s31083,2857,warning,control,A,37,54.674
s31083,2857,warning,truncated,A,38,11.745
s31083,2857,warning,control,A,39,3.123
s31083,2857,warning,truncated,A,40,38.265
s31084,572,warning,NA,B,instructions,22.835
s31084,572,warning,truncated,B,1,16.529
s31084,572,warning,control,B,2,10.783
s31084,572,warning,truncated,B,3,8.069
s31084,572,warning,control,B,4,7.172
s31084,572,warning,truncated,B,5,6.507
s31084,572,warning,control,B,6,4.876
s31084,572,warning,truncated,B,7,5.927
s31084,572,warning,control,B,8,7.722
s31084,572,warning,truncated,B,9,9.385
s31084,572,warning,control,B,10,9.838
s31084,572,warning,truncated,B,11,19.797
s31084,572,warning,control,B,12,20.705
s31084,572,warning,truncated,B,13,8.281
s31084,572,warning,control,B,14,6.393
s31084,572,warning,truncated,B,15,13.197
s31084,572,warning,control,B,16,7.384
s31084,572,warning,truncated,B,17,10.745
s31084,572,warning,control,B,18,8.308
s31084,572,warning,truncated,B,19,13.634
s31084,572,warning,control,B,20,11.952
s31084,572,warning,truncated,B,21,9.53
s31084,572,warning,control,B,22,9.433
s31084,572,warning,truncated,B,23,4.95
s31084,572,warning,control,B,24,8.411
s31084,572,warning,truncated,B,25,6.739
s31084,572,warning,control,B,26,8.789
s31084,572,warning,truncated,B,27,6.656
s31084,572,warning,control,B,28,9.192
s31084,572,warning,truncated,B,29,5.824
s31084,572,warning,control,B,30,8.227
s31084,572,warning,truncated,B,31,6.461
s31084,572,warning,control,B,32,5.669
s31084,572,warning,truncated,B,33,15.269
s31084,572,warning,control,B,34,11.615
s31084,572,warning,truncated,B,35,11.894
s31084,572,warning,control,B,36,8.415
s31084,572,warning,truncated,B,37,9.069
s31084,572,warning,control,B,38,8.42
s31084,572,warning,truncated,B,39,11.448
s31084,572,warning,control,B,40,12.393
s31085,610,warning,NA,A,instructions,45.907
s31085,610,warning,control,A,1,5.15
s31085,610,warning,truncated,A,2,9.224
s31085,610,warning,control,A,3,7.412
s31085,610,warning,truncated,A,4,4.558
s31085,610,warning,control,A,5,37.632
s31085,610,warning,truncated,A,6,6.832
s31085,610,warning,control,A,7,12.989
s31085,610,warning,truncated,A,8,4.437
s31085,610,warning,control,A,9,4.914
s31085,610,warning,truncated,A,10,7.268
s31085,610,warning,control,A,11,6.293
s31085,610,warning,truncated,A,12,7.569
s31085,610,warning,control,A,13,5.494
s31085,610,warning,truncated,A,14,6.173
s31085,610,warning,control,A,15,6.879
s31085,610,warning,truncated,A,16,6.142
s31085,610,warning,control,A,17,5.058
s31085,610,warning,truncated,A,18,9.212
s31085,610,warning,control,A,19,5.85
s31085,610,warning,truncated,A,20,8.637
s31085,610,warning,control,A,21,9.857
s31085,610,warning,truncated,A,22,10.711
s31085,610,warning,control,A,23,6.666
s31085,610,warning,truncated,A,24,8.314
s31085,610,warning,control,A,25,7.591
s31085,610,warning,truncated,A,26,7.512
s31085,610,warning,control,A,27,7.961
s31085,610,warning,truncated,A,28,7.857
s31085,610,warning,control,A,29,6.04
s31085,610,warning,truncated,A,30,5.967
s31085,610,warning,control,A,31,4.279
s31085,610,warning,truncated,A,32,9.902
s31085,610,warning,control,A,33,5.271
s31085,610,warning,truncated,A,34,5.646
s31085,610,warning,control,A,35,5.018
s31085,610,warning,truncated,A,36,4.49
s31085,610,warning,control,A,37,7.857
s31085,610,warning,truncated,A,38,9.076
s31085,610,warning,control,A,39,5.113
s31085,610,warning,truncated,A,40,6.076
s31086,837,no warning,NA,B,instructions,8.866
s31086,837,no warning,truncated,B,1,4.5
s31086,837,no warning,control,B,2,294.448
s31086,837,no warning,truncated,B,3,29.917
s31086,837,no warning,control,B,4,5.142
s31086,837,no warning,truncated,B,5,33.927
s31086,837,no warning,control,B,6,44.938
s31086,837,no warning,truncated,B,7,5.29
s31086,837,no warning,control,B,8,5.637
s31086,837,no warning,truncated,B,9,16.299
s31086,837,no warning,control,B,10,15.318
s31086,837,no warning,truncated,B,11,3.789
s31086,837,no warning,control,B,12,6.49
